X,Y,FID,GCOMPID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,PIPECO,COMPID,OPERATOR,POSREL,NUM_UNITS,CERT_HP,PLANT_COST,EXP_FUEL,EXP_OTHER,GAS_COMPRE,OP_COMP_HR,OP_NUM_COM,OP_DATE_PE,EXP_POWER,ELEC_COMPR
-8867744.654,5003136.583,797,GCOMP485,KAYLOR,3021 PUMP STATION LN,NOT AVAILABLE,EAST BRADY,PA,16028,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CLARION,42005,USA,40.93756303,-79.66030558,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/16/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.natfuel.com/,NATIONAL FUEL GAS SUPPLY CORPORATION,16,NATIONAL FUEL GAS SUPPLY CORPORATION,WITHIN 40 FEET,1,145,988463,26220,78330,9996,8232,1,4/2/2012 0:00,2002,17439
-11466678.99,4012872.994,798,GCOMP486,STATION 168 - SUDAN,3027 CR-21,NOT AVAILABLE,MAPLE,TX,79344,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BAILEY,48017,USA,33.8812878,-103.0069299,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/16/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.kindermorgan.com/,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,26,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,WITHIN 40 FEET,2,8000,4431549,0,0,30924,1353,1,3/21/2012 0:00,0,0
-10229908.88,3556935.934,799,GCOMP487,ARNAUDVILLE,"304 KOCH RD, 2 MILES EAST HWY 31",NOT AVAILABLE,ARNAUDVILLE,LA,70512,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ST. LANDRY,22097,USA,30.414453,-91.896835,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://infopost.bwpmlp.com/,"GULF SOUTH PIPELINE COMPANY, LP",11,"GULF SOUTH PIPELINE COMPANY, LP",WITHIN 40 FEET,2,13400,6368448,317080,162893,124895,1916,1,5/23/2012 0:00,0,0
-10464949.85,3755356.856,800,GCOMP488,JOAQUIN,3053 FM 139,NOT AVAILABLE,JOAQUIN,TX,75954,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,SHELBY,48419,USA,31.939387,-94.008244,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/1/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,4,4400,4784264,112672,0,39164,5179,4,12/18/2012 0:00,15771,149920
-9335530.797,4563898.135,801,GCOMP489,STANTON,3066 MORRIS CREEK ROAD,NOT AVAILABLE,STANTON,KY,40380,9406,NATURAL GAS COMPRESSOR STATION,IN SERVICE,POWELL,21197,USA,37.89,-83.8625,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/25/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.columbiapipeinfo.com/,COLUMBIA GULF TRANSMISSION COMPANY,70,COLUMBIA GULF TRANSMISSION COMPANY,WITHIN 40 FEET,6,40600,39040518,2580362,1227501,929397,18749,4,7/28/2012 0:00,0,0
-9174164.178,3928395.789,802,GCOMP49,WRENS,1028 USRY PLACE RD,NOT AVAILABLE,WRENS,GA,30833,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,JEFFERSON,13163,USA,33.248958,-82.412919,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,5,9170,23061658,915364,1531009,333085,35016,5,11/3/2012 0:00,1448167,20350486
-10769361.84,4897976.608,803,GCOMP490,BEATRICE,30694 US HWY 77,NOT AVAILABLE,BEATRICE,NE,68310,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GAGE,31067,USA,40.22008805,-96.74282339,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/15/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,8,32500,24902286,1367445,1193202,479932,22024,8,1/19/2012 0:00,79227,1000320
-11442395.87,4673135.886,804,GCOMP491,KIT CARSON,3073 US HIGHWAY 287,NOT AVAILABLE,KIT CARSON,CO,80825,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CHEYENNE,8017,USA,38.660351,-102.788791,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/19/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,10,12360,11831237,553717,1019220,228515,23193,1,12/3/2012 0:00,0,0
-10262086.63,3836844.532,805,GCOMP492,MONROE,309 WORTHY ROAD,NOT AVAILABLE,WEST MONROE,LA,71291,1695,NATURAL GAS COMPRESSOR STATION,IN SERVICE,OUACHITA,22073,USA,32.55847539,-92.18589267,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/1/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,3,7500,9140096,539554,0,197261,11095,3,10/18/2012 0:00,29136,85600
-9677101.317,3832602.832,806,GCOMP493,SELMA,3096 COUNTY ROAD 84,NOT AVAILABLE,SELMA,AL,36703,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,DALLAS,1047,USA,32.5263541,-86.93088019,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,3,33320,26464428,2002470,3588987,714632,13610,1,5/19/2012 0:00,4933598,81729650
-9220917.14,4678839.007,807,GCOMP494,WHEELERSBURGH,3096 ST RT 522,NOT AVAILABLE,WHEELERSBURG,OH,45694,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,SCIOTO,39145,USA,38.700345,-82.832908,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/28/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,7,30000,14167389,0,0,0,4963,0,,5267766,36120000
-13604322.36,5979533.946,808,GCOMP495,SUMNER,3104 166TH AVE E,NOT AVAILABLE,SUMNER,WA,98390,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PIERCE,53053,USA,47.22900495,-122.2097071,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/14/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,2,26000,29798416,872864,336583,325617,3106,2,9/29/2012 0:00,0,0
-10588765.18,4178160.62,809,GCOMP496,LEQUIRE,31088 N4440 RD,NOT AVAILABLE,MCCURTAIN,OK,74944,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HASKELL,40061,USA,35.105009,-95.120496,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",8/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"OZARK GAS TRANSMISSION, L.L.C",63,"OZARK GAS TRANSMISSION, L.L.C",WITHIN 40 FEET,5,8500,13043155,41,0,22,0,0,,10567,165600
-10102907.32,3714538.646,810,GCOMP497,UNION CHURCH,3109 TEXAS EASTERN RD,NOT AVAILABLE,UNION CHURCH,MS,39668,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,JEFFERSON,28063,USA,31.62769675,-90.75596061,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/31/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,13,32050,14017366,310048,0,110149,5188,7,1/15/2012 0:00,185335,726000
-10981593.23,4420144.641,811,GCOMP498,556 ALVA,31465 US-281,NOT AVAILABLE,ALVA,OK,73717,9801,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WOODS,40151,USA,36.8638389,-98.64933043,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,4,6900,4418127,21,153029,10,3,0,,0,0
-10243772.94,3589989.409,812,GCOMP499,NO. 54 WASHINGTON STORAGE FIELD,3149 HIGHWAY 10,NOT AVAILABLE,WASHINGTON,LA,70589,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,SAINT LANDRY,22097,USA,30.67018,-92.021378,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,3,33000,100435442,1241000,5321100,415209,5257,3,4/22/2012 0:00,0,0
-8957723.757,4745786.159,813,GCOMP5,LAW,.5 MILES EAST OF COUNTY RT 19/18  & CAMPBELL RUN ROAD,NOT AVAILABLE,WEST MILFORD,WV,26451,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HARRISON,54033,USA,39.16814889,-80.46860162,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,2,1320,3517118,213486,261148,76684,13763,2,8/15/2012 0:00,0,0
-10316382.99,4209523.456,814,GCOMP50,ROUND MOUNTAIN,1030 LANTY RD,NOT AVAILABLE,HATTIEVILLE,AR,72063,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CONWAY,5029,USA,35.33517181,-92.67364517,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/20/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://pipelines.centerpointenergy.com/,"CENTERPOINT ENERGY GAS TRANSMISSION COMPANY, LLC",31,"CENTERPOINT ENERGY GAS TRANSMISSION COMPANY, LLC",WITHIN 40 FEET,2,9400,11973920,235579,88970,82779,2285,1,,0,0
-8319180.284,4915114.448,815,GCOMP500,NO. 205 LAWRENCEVILLE,315 COLD SOIL RD.,NOT AVAILABLE,PRINCETON,NJ,8540,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MERCER,34021,USA,40.337539,-74.732468,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/25/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,3,30200,46336670,982,1754053,0,214,1,3/18/2013 0:00,209129,3111225
-8933709.619,4987884.046,816,GCOMP501,ELLWOOD CITY,"315 SHADYREST RD,",NOT AVAILABLE,ELLWOOD CITY,PA,16117,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LAWRENCE,42007,USA,40.83397687,-80.25287894,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/29/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,2,1000,1663044,16868,250703,6219,974,1,1/23/2012 0:00,7718,-999
-10447282.27,5996578.432,817,GCOMP502,DEER RIVER,31641 GREAT LAKES ROAD,NOT AVAILABLE,DEER RIVER,MN,56636,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ITASCA,27061,USA,47.33287754,-93.84953339,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/18/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.glgt.com/,GREAT LAKES GAS TRANSMISSION LIMITED PTRSHP,51,GREAT LAKES GAS TRANSMISSION LIMITED PTRSHP,WITHIN 40 FEET,2,31300,42234574,28864,225067,10811,26,1,3/14/2012 0:00,0,0
-10542130.49,5814233.207,818,GCOMP503,STATION 2213 STAPLES,31866 400TH ST,NOT AVAILABLE,CUSHING,MN,56443,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,TODD,27153,USA,46.21103963,-94.70156943,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/19/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.vgt.nborder.com/,VIKING GAS TRANSMISSION COMPANY,82,VIKING GAS TRANSMISSION COMPANY,WITHIN 40 FEET,4,9800,10044419,0,0,10791,612,3,10/30/2012 0:00,0,0
-12016772.54,4401300.569,819,GCOMP504,BLOOMFIELD,3189 ARROYO DR,1 MILE NE OF BLOOMFIELD,BLOOMFIELD,NM,87413,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,SAN JUAN,35045,USA,36.72828484,-107.9485044,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/24/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://twtransfer.energytransfer.com/,"TRANSWESTERN PIPELINE COMPANY, LLC",42,"TRANSWESTERN PIPELINE COMPANY, LLC",WITHIN 40 FEET,2,22000,25449174,0,0,0,9142,2,7/13/2012 0:00,3963218,65489907
-10901597.98,4420453.44,820,GCOMP505,543 WAKITA,31897 OK-11A,1 MI S OF WAKITA ON 11A,WAKITA,OK,73771,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GRANT,40053,USA,36.86605823,-97.9307209,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,2,4000,3092243,1698,88961,588,7,1,1/18/2012 0:00,0,0
-12336552.13,4810512.036,821,GCOMP506,UTAH - PRICE DEWPOINT PLANT,320 W 1100 N,NOT AVAILABLE,PRICE,UT,84501,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CARBON,49007,USA,39.61749252,-110.8211334,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/11/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.questarpipeline.com/,QUESTAR PIPELINE COMPANY,55,QUESTAR PIPELINE COMPANY,WITHIN 40 FEET,1,336,7092156,8628,85407,3297,2949,1,11/3/2012 0:00,0,0
-8272768.961,4930261.565,822,GCOMP507,NO: 207 SAYREVILLE,3200 BORDENTOWN AVE,NOT AVAILABLE,SAYREVILLE,NJ,8857,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MIDDLESEX,34023,USA,40.441177,-74.315548,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",8/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,2,10000,70417959,5163,1120614,1323,3243,2,11/27/2012 0:00,947649,12611013
-10600836.61,4667183.744,823,GCOMP508,555 OTTAWA,3243 NEBRASKA RD,NOT AVAILABLE,OTTAWA,KS,66067,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,FRANKLIN,20059,USA,38.61858687,-95.2289355,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,2,8500,9765842,128269,157860,43147,1136,2,1/21/2012 0:00,0,0
-10032743.22,4086006.87,824,GCOMP509,SARDIS,327 HOLLY GROVE ROAD,NOT AVAILABLE,SARDIS,MS,38666,2703,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PANOLA,28107,USA,34.42495526,-90.12566576,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://anrebb.transcanada.com/,ANR PIPELINE COMPANY,48,ANR PIPELINE COMPANY,WITHIN 40 FEET,7,31920,30507834,1063065,1664424,384061,8293,4,12/10/2012 0:00,0,0
-9738900.067,5076214.955,825,GCOMP51,ST. JOHN,10313 WHITE OAK AVE,NOT AVAILABLE,ST JOHN,IN,46373,9043,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LAKE,18089,USA,41.43161641,-87.48602781,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",10/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://anrebb.transcanada.com/,ANR PIPELINE COMPANY,48,ANR PIPELINE COMPANY,WITHIN 40 FEET,7,32200,34588242,487403,1101963,195452,7317,6,9/8/2012 0:00,0,0
-10275838.19,5439206.47,826,GCOMP510,CHATFIELD,32759 171ST AVE,NOT AVAILABLE,CHATFIELD,MN,55923,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,FILLMORE,27045,USA,43.83022422,-92.30942503,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/15/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,2,4250,7769547,0,70168,0,11,1,1/20/2012 0:00,17228,199388
-10289356.49,3711032.936,827,GCOMP511,LOUISIANA - POLLOCK - GRANT PARISH,328 FORESTRY ROAD 120,NOT AVAILABLE,POLLOCK,LA,71467,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GRANT,22043,USA,31.600878,-92.430862,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/20/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://feptransfer.energytransfer.com/,"TRUNKLINE GAS COMPANY, LLC",30,"TRUNKLINE GAS COMPANY, LLC",WITHIN 40 FEET,8,31101,20679235,17519,633576,6860,311,0,2/12/2012 0:00,0,0
-8712154.811,5327950.434,828,GCOMP512,OAKFIELD,3281 LOCKPORT RD,NOT AVAILABLE,EAST OAKFIELD,NY,14125,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,OAKFIELD,36037,USA,43.10488743,-78.26261825,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/21/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,https://www.natfuel.com/,"EMPIRE PIPELINE, INC.",575,"EMPIRE PIPELINE, INC.",WITHIN 40 FEET,2,20620,32026288,8657,56718,3060,0,0,,24039,242240
-10089530.32,4048815.377,829,GCOMP513,CLARKSDALE,3305 HIGHWAY 61 SOUTH,NOT AVAILABLE,CLARKSDALE,MS,38614,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,COAHOMA,28027,USA,34.148916,-90.635793,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/28/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://infopost.bwpmlp.com/,"TEXAS GAS TRANSMISSION, LLC",18,"TEXAS GAS TRANSMISSION, LLC",WITHIN 40 FEET,9,38090,19830092,105946,810032,45039,2236,4,3/23/2012 0:00,0,0
-8644421.443,4917542.313,830,GCOMP514,PERULACK,3318 PUMPING STATION RD,NOT AVAILABLE,PERULACK,PA,17021,7187,NATURAL GAS COMPRESSOR STATION,IN SERVICE,JUNIATA,42067,USA,40.35416141,-77.65415905,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",8/31/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,4,34800,35277176,3396041,0,1221610,22409,4,1/3/2012 0:00,170214,851410
-8385608.605,5390314.701,831,GCOMP515,BOONVILLE,3338 EAST RD,NOT AVAILABLE,BOONVILLE,NY,13309,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ONEIDA,36065,USA,43.51254507,-75.32920377,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.iroquois.com/,IPOC AS AGENT/IROQUOIS GAS TRANS. SYS. L.P.,110,IPOC AS AGENT/IROQUOIS GAS TRANS. SYS. L.P.,WITHIN 40 FEET,1,18371,26524451,0,245229,143737,951,1,12/30/2012 0:00,-999,569300
-10141324.32,3528831.882,832,GCOMP516,WHITE CASTLE,33480 HWY 405,NOT AVAILABLE,WHITE CASTLE,LA,70788,4905,NATURAL GAS COMPRESSOR STATION,IN SERVICE,IBERVILLE,22047,USA,30.19648996,-91.10106635,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/10/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,7,12600,32691606,1826380,1500688,664420,47328,6,3/20/2012 0:00,0,0
-9813223.437,3601487.378,833,GCOMP517,WHISTLER JCT.,3350 SUNCREST ROAD-EIGHT MILE BR,NOT AVAILABLE,MOBILE,AL,36613,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MOBILE,1097,USA,30.758979,-88.153686,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",9/17/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://infopost.bwpmlp.com/,"GULF SOUTH PIPELINE COMPANY, LP",11,"GULF SOUTH PIPELINE COMPANY, LP",WITHIN 40 FEET,1,4680,14826992,816243,151570,283539,7186,1,5/12/2012 0:00,0,0
-8647228.582,4850122.425,834,GCOMP518,CHAMBERSBURG-TE,3351 MOLLY PITCHER HWY,NOT AVAILABLE,CHAMBERSBURG,PA,17201,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,FRANKLIN,42055,USA,39.891049,-77.679376,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",10/15/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,2,14300,6609074,0,0,0,0,0,,159770,5413187
-8647219.787,4850113.43,835,GCOMP519,CHAMBERSBURG,3351 MOLLY PITCHER HWY,NOT AVAILABLE,CHAMBERSBURG,PA,17202,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,FRANKLIN,42055,USA,39.890987,-77.679297,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",9/1/2015 0:00,IMAGERY/OTHER,3/14/2016 0:00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,2,41300,47655474,0,0,0,2162,0,,1707221,30966436
